year,value,metric,iso_code
2012,14.9,Expected years of schooling,UKR
2012,12.5,Expected years of schooling,ARE
2012,15.7,Expected years of schooling,GBR
2012,16.3,Expected years of schooling,USA
2012,16.0,Expected years of schooling,URY
2012,11.6,Expected years of schooling,UZB
2012,10.9,Expected years of schooling,VUT
2012,13.8,Expected years of schooling,VEN
2012,12.6,Expected years of schooling,VNM
2012,8.5,Expected years of schooling,YEM
2012,10.9,Expected years of schooling,ZMB
2012,10.3,Expected years of schooling,ZWE
2013,10.2,Expected years of schooling,AFG
2013,14.9,Expected years of schooling,ALB
2013,13.6,Expected years of schooling,DZA
2013,13.1,Expected years of schooling,AND
2013,10.3,Expected years of schooling,AGO
2013,12.8,Expected years of schooling,ATG
2013,17.1,Expected years of schooling,ARG
2013,13.1,Expected years of schooling,ARM
2013,20.4,Expected years of schooling,AUS
2013,15.8,Expected years of schooling,AUT
2013,11.4,Expected years of schooling,AZE
2013,12.6,Expected years of schooling,BHS
2013,13.5,Expected years of schooling,BHR
2013,9.8,Expected years of schooling,BGD
2013,15.4,Expected years of schooling,BRB
2013,15.7,Expected years of schooling,BLR
2013,19.4,Expected years of schooling,BEL
2013,12.8,Expected years of schooling,BLZ
2013,12.6,Expected years of schooling,BEN
2013,12.5,Expected years of schooling,BTN
2013,13.6,Expected years of schooling,BOL
2013,14.1,Expected years of schooling,BIH
2013,12.4,Expected years of schooling,BWA
2013,15.2,Expected years of schooling,BRA
2013,14.9,Expected years of schooling,BRN
2013,14.9,Expected years of schooling,BGR
2013,7.7,Expected years of schooling,BFA
2013,11.4,Expected years of schooling,BDI
2013,13.0,Expected years of schooling,CPV
2013,11.0,Expected years of schooling,KHM
2013,11.5,Expected years of schooling,CMR
2013,15.7,Expected years of schooling,CAN
2013,7.1,Expected years of schooling,CAF
2013,7.7,Expected years of schooling,TCD
2013,15.4,Expected years of schooling,CHL
2013,13.5,Expected years of schooling,CHN
2013,13.8,Expected years of schooling,COL
2013,11.2,Expected years of schooling,COM
2013,10.8,Expected years of schooling,COG
2013,9.6,Expected years of schooling,COD
2013,14.8,Expected years of schooling,CRI
2013,14.8,Expected years of schooling,HRV
2013,14.1,Expected years of schooling,CUB
2013,14.0,Expected years of schooling,CYP
2013,16.6,Expected years of schooling,CZE
2013,8.8,Expected years of schooling,CIV
2013,19.1,Expected years of schooling,DNK
2013,6.3,Expected years of schooling,DJI
2013,13.4,Expected years of schooling,DMA
2013,13.2,Expected years of schooling,DOM
2013,15.2,Expected years of schooling,ECU
2013,12.7,Expected years of schooling,EGY
2013,12.8,Expected years of schooling,SLV
2013,9.2,Expected years of schooling,GNQ
2013,5.2,Expected years of schooling,ERI
2013,16.4,Expected years of schooling,EST
2013,11.2,Expected years of schooling,SWZ
2013,8.5,Expected years of schooling,ETH
2013,14.4,Expected years of schooling,FJI
2013,19.3,Expected years of schooling,FIN
2013,15.4,Expected years of schooling,FRA
2013,12.6,Expected years of schooling,GAB
2013,8.8,Expected years of schooling,GMB
2013,13.9,Expected years of schooling,GEO
2013,16.8,Expected years of schooling,DEU
2013,11.1,Expected years of schooling,GHA
2013,16.7,Expected years of schooling,GRC
2013,16.4,Expected years of schooling,GRD
2013,10.6,Expected years of schooling,GTM
2013,8.9,Expected years of schooling,GIN
2013,10.4,Expected years of schooling,GNB
2013,11.4,Expected years of schooling,GUY
2013,9.0,Expected years of schooling,HTI
2013,10.1,Expected years of schooling,HND
2013,15.9,Expected years of schooling,HKG
2013,15.6,Expected years of schooling,HUN
2013,19.5,Expected years of schooling,ISL
2013,11.6,Expected years of schooling,IND
2013,12.8,Expected years of schooling,IDN
2013,14.8,Expected years of schooling,IRN
2013,10.1,Expected years of schooling,IRQ
2013,17.9,Expected years of schooling,IRL
2013,16.1,Expected years of schooling,ISR
2013,16.3,Expected years of schooling,ITA
2013,13.5,Expected years of schooling,JAM
2013,15.2,Expected years of schooling,JPN
2013,12.3,Expected years of schooling,JOR
2013,14.9,Expected years of schooling,KAZ
2013,11.3,Expected years of schooling,KEN
2013,12.0,Expected years of schooling,KIR
2013,16.7,Expected years of schooling,KOR
2013,13.6,Expected years of schooling,KWT
2013,12.7,Expected years of schooling,KGZ
2013,10.5,Expected years of schooling,LAO
2013,15.4,Expected years of schooling,LVA
2013,12.3,Expected years of schooling,LBN
2013,11.2,Expected years of schooling,LSO
2013,9.9,Expected years of schooling,LBR
2013,13.3,Expected years of schooling,LBY
2013,14.8,Expected years of schooling,LIE
2013,16.6,Expected years of schooling,LTU
2013,13.9,Expected years of schooling,LUX
2013,10.4,Expected years of schooling,MDG
2013,10.9,Expected years of schooling,MWI
2013,13.1,Expected years of schooling,MYS
2013,12.3,Expected years of schooling,MDV
2013,7.4,Expected years of schooling,MLI
2013,15.2,Expected years of schooling,MLT
2013,8.4,Expected years of schooling,MRT
2013,14.8,Expected years of schooling,MUS
2013,13.4,Expected years of schooling,MEX
2013,11.2,Expected years of schooling,FSM
2013,11.8,Expected years of schooling,MDA
2013,14.8,Expected years of schooling,MNG
2013,15.0,Expected years of schooling,MNE
2013,12.0,Expected years of schooling,MAR
2013,9.7,Expected years of schooling,MOZ
2013,9.7,Expected years of schooling,MMR
2013,12.3,Expected years of schooling,NAM
2013,10.7,Expected years of schooling,NRU
2013,12.7,Expected years of schooling,NPL
2013,17.9,Expected years of schooling,NLD
2013,18.8,Expected years of schooling,NZL
2013,11.6,Expected years of schooling,NIC
2013,5.5,Expected years of schooling,NER
2013,10.0,Expected years of schooling,NGA
2013,12.9,Expected years of schooling,MKD
2013,17.7,Expected years of schooling,NOR
2013,13.8,Expected years of schooling,OMN
2013,6.9,Expected years of schooling,PAK
2013,17.1,Expected years of schooling,PLW
2013,13.1,Expected years of schooling,PSE
2013,12.7,Expected years of schooling,PAN
2013,10.1,Expected years of schooling,PNG
2013,12.5,Expected years of schooling,PRY
2013,14.5,Expected years of schooling,PER
2013,12.6,Expected years of schooling,PHL
2013,16.3,Expected years of schooling,POL
2013,16.2,Expected years of schooling,PRT
2013,11.6,Expected years of schooling,QAT
2013,14.5,Expected years of schooling,ROU
2013,14.6,Expected years of schooling,RUS
2013,11.7,Expected years of schooling,RWA
2013,13.7,Expected years of schooling,KNA
2013,12.5,Expected years of schooling,LCA
2013,13.5,Expected years of schooling,VCT
2013,12.5,Expected years of schooling,WSM
2013,15.1,Expected years of schooling,SMR
2013,11.4,Expected years of schooling,STP
2013,16.3,Expected years of schooling,SAU
2013,9.0,Expected years of schooling,SEN
2013,14.1,Expected years of schooling,SRB
2013,13.5,Expected years of schooling,SYC
2013,9.5,Expected years of schooling,SLE
2013,15.8,Expected years of schooling,SGP
2013,14.9,Expected years of schooling,SVK
2013,17.6,Expected years of schooling,SVN
2013,10.5,Expected years of schooling,SLB
2013,13.1,Expected years of schooling,ZAF
2013,5.6,Expected years of schooling,SSD
2013,17.6,Expected years of schooling,ESP
2013,13.8,Expected years of schooling,LKA
2013,7.5,Expected years of schooling,SDN
2013,12.4,Expected years of schooling,SUR
2013,18.1,Expected years of schooling,SWE
2013,15.9,Expected years of schooling,CHE
2013,9.2,Expected years of schooling,SYR
2013,11.2,Expected years of schooling,TJK
2013,8.2,Expected years of schooling,TZA
2013,13.2,Expected years of schooling,THA
2013,12.7,Expected years of schooling,TLS
2013,12.3,Expected years of schooling,TGO
2013,13.4,Expected years of schooling,TON
2013,12.2,Expected years of schooling,TTO
2013,14.8,Expected years of schooling,TUN
2013,15.5,Expected years of schooling,TUR
2013,10.8,Expected years of schooling,TKM
2013,11.1,Expected years of schooling,UGA
2013,14.9,Expected years of schooling,UKR
2013,12.7,Expected years of schooling,ARE
2013,17.7,Expected years of schooling,GBR
2013,16.1,Expected years of schooling,USA
2013,16.2,Expected years of schooling,URY
2013,11.6,Expected years of schooling,UZB
2013,10.9,Expected years of schooling,VUT
2013,14.2,Expected years of schooling,VEN
2013,12.6,Expected years of schooling,VNM
2013,8.8,Expected years of schooling,YEM
2013,11.0,Expected years of schooling,ZMB
2013,10.2,Expected years of schooling,ZWE
2014,10.3,Expected years of schooling,AFG
2014,15.3,Expected years of schooling,ALB
2014,14.0,Expected years of schooling,DZA
2014,13.5,Expected years of schooling,AND
2014,10.7,Expected years of schooling,AGO
2014,12.5,Expected years of schooling,ATG
2014,17.3,Expected years of schooling,ARG
2014,13.1,Expected years of schooling,ARM
2014,20.4,Expected years of schooling,AUS
2014,15.8,Expected years of schooling,AUT
2014,11.7,Expected years of schooling,AZE
2014,12.7,Expected years of schooling,BHS
2014,13.7,Expected years of schooling,BHR
2014,10.0,Expected years of schooling,BGD
2014,15.4,Expected years of schooling,BRB
2014,15.6,Expected years of schooling,BLR
2014,19.7,Expected years of schooling,BEL
2014,12.8,Expected years of schooling,BLZ
2014,12.6,Expected years of schooling,BEN
2014,12.5,Expected years of schooling,BTN
2014,13.5,Expected years of schooling,BOL
2014,14.0,Expected years of schooling,BIH
2014,12.5,Expected years of schooling,BWA
2014,15.3,Expected years of schooling,BRA
2014,14.8,Expected years of schooling,BRN
2014,15.2,Expected years of schooling,BGR
2014,7.9,Expected years of schooling,BFA
2014,11.7,Expected years of schooling,BDI
2014,13.5,Expected years of schooling,CPV
2014,11.1,Expected years of schooling,KHM
2014,11.8,Expected years of schooling,CMR
2014,15.7,Expected years of schooling,CAN
2014,7.1,Expected years of schooling,CAF
2014,8.0,Expected years of schooling,TCD
2014,16.1,Expected years of schooling,CHL
2014,13.6,Expected years of schooling,CHN
2014,14.3,Expected years of schooling,COL
2014,11.2,Expected years of schooling,COM
2014,11.1,Expected years of schooling,COG
2014,9.6,Expected years of schooling,COD
2014,15.1,Expected years of schooling,CRI
2014,15.2,Expected years of schooling,HRV
2014,14.0,Expected years of schooling,CUB
2014,14.3,Expected years of schooling,CYP
2014,16.7,Expected years of schooling,CZE
2014,8.7,Expected years of schooling,CIV
2014,19.1,Expected years of schooling,DNK
2014,6.5,Expected years of schooling,DJI
2014,13.3,Expected years of schooling,DMA
2014,13.8,Expected years of schooling,DOM
2014,15.0,Expected years of schooling,ECU
2014,12.7,Expected years of schooling,EGY
2014,12.6,Expected years of schooling,SLV
2014,9.2,Expected years of schooling,GNQ
2014,5.8,Expected years of schooling,ERI
2014,16.2,Expected years of schooling,EST
2014,11.3,Expected years of schooling,SWZ
2014,8.6,Expected years of schooling,ETH
2014,14.4,Expected years of schooling,FJI
2014,19.3,Expected years of schooling,FIN
2014,15.5,Expected years of schooling,FRA
2014,12.6,Expected years of schooling,GAB
2014,8.8,Expected years of schooling,GMB
2014,14.2,Expected years of schooling,GEO
2014,16.7,Expected years of schooling,DEU
2014,11.3,Expected years of schooling,GHA
2014,17.3,Expected years of schooling,GRC
2014,16.6,Expected years of schooling,GRD
2014,10.7,Expected years of schooling,GTM
2014,9.1,Expected years of schooling,GIN
2014,10.3,Expected years of schooling,GNB
2014,11.4,Expected years of schooling,GUY
2014,9.1,Expected years of schooling,HTI
2014,9.9,Expected years of schooling,HND
2014,16.1,Expected years of schooling,HKG
2014,15.4,Expected years of schooling,HUN
2014,19.6,Expected years of schooling,ISL
2014,11.9,Expected years of schooling,IND
2014,12.8,Expected years of schooling,IDN
2014,14.8,Expected years of schooling,IRN
2014,10.1,Expected years of schooling,IRQ
2014,18.2,Expected years of schooling,IRL
2014,16.1,Expected years of schooling,ISR
2014,16.2,Expected years of schooling,ITA
2014,13.3,Expected years of schooling,JAM
2014,15.2,Expected years of schooling,JPN
2014,12.1,Expected years of schooling,JOR
2014,15.0,Expected years of schooling,KAZ
2014,11.5,Expected years of schooling,KEN
2014,12.0,Expected years of schooling,KIR
2014,16.6,Expected years of schooling,KOR
2014,13.7,Expected years of schooling,KWT
2014,12.9,Expected years of schooling,KGZ
2014,10.8,Expected years of schooling,LAO
2014,15.8,Expected years of schooling,LVA
2014,11.5,Expected years of schooling,LBN
2014,11.2,Expected years of schooling,LSO
2014,9.8,Expected years of schooling,LBR
2014,13.2,Expected years of schooling,LBY
2014,14.6,Expected years of schooling,LIE
2014,16.5,Expected years of schooling,LTU
2014,13.9,Expected years of schooling,LUX
2014,10.4,Expected years of schooling,MDG
2014,11.1,Expected years of schooling,MWI
2014,13.3,Expected years of schooling,MYS
2014,12.2,Expected years of schooling,MDV
2014,7.5,Expected years of schooling,MLI
2014,15.4,Expected years of schooling,MLT
2014,8.6,Expected years of schooling,MRT
2014,15.3,Expected years of schooling,MUS
2014,13.7,Expected years of schooling,MEX
2014,11.2,Expected years of schooling,FSM
2014,11.8,Expected years of schooling,MDA
2014,14.9,Expected years of schooling,MNG
2014,15.0,Expected years of schooling,MNE
2014,12.3,Expected years of schooling,MAR
2014,9.7,Expected years of schooling,MOZ
2014,9.8,Expected years of schooling,MMR
2014,12.3,Expected years of schooling,NAM
2014,10.8,Expected years of schooling,NRU
2014,12.6,Expected years of schooling,NPL
2014,18.0,Expected years of schooling,NLD
2014,18.8,Expected years of schooling,NZL
2014,12.1,Expected years of schooling,NIC
2014,5.7,Expected years of schooling,NER
2014,9.8,Expected years of schooling,NGA
2014,13.0,Expected years of schooling,MKD
2014,17.7,Expected years of schooling,NOR
2014,13.9,Expected years of schooling,OMN
2014,7.0,Expected years of schooling,PAK
2014,16.4,Expected years of schooling,PLW
2014,13.2,Expected years of schooling,PSE
2014,12.7,Expected years of schooling,PAN
2014,9.9,Expected years of schooling,PNG
2014,12.6,Expected years of schooling,PRY
2014,14.6,Expected years of schooling,PER
2014,12.7,Expected years of schooling,PHL
2014,16.0,Expected years of schooling,POL
2014,16.3,Expected years of schooling,PRT
2014,11.1,Expected years of schooling,QAT
2014,14.5,Expected years of schooling,ROU
2014,14.8,Expected years of schooling,RUS
2014,11.5,Expected years of schooling,RWA
2014,13.6,Expected years of schooling,KNA
2014,12.9,Expected years of schooling,LCA
2014,14.3,Expected years of schooling,VCT
2014,12.5,Expected years of schooling,WSM
2014,15.1,Expected years of schooling,SMR
2014,11.7,Expected years of schooling,STP
2014,16.9,Expected years of schooling,SAU
2014,9.0,Expected years of schooling,SEN
2014,14.3,Expected years of schooling,SRB
2014,13.4,Expected years of schooling,SYC
2014,9.5,Expected years of schooling,SLE
2014,16.1,Expected years of schooling,SGP
2014,14.8,Expected years of schooling,SVK
2014,17.3,Expected years of schooling,SVN
2014,10.4,Expected years of schooling,SLB
2014,13.4,Expected years of schooling,ZAF
2014,5.3,Expected years of schooling,SSD
2014,17.6,Expected years of schooling,ESP
2014,13.9,Expected years of schooling,LKA
2014,7.6,Expected years of schooling,SDN
2014,12.4,Expected years of schooling,SUR
2014,18.2,Expected years of schooling,SWE
2014,16.0,Expected years of schooling,CHE
2014,8.8,Expected years of schooling,SYR
2014,11.2,Expected years of schooling,TJK
2014,8.2,Expected years of schooling,TZA
2014,13.5,Expected years of schooling,THA
2014,12.5,Expected years of schooling,TLS
2014,12.3,Expected years of schooling,TGO
2014,13.1,Expected years of schooling,TON
2014,12.3,Expected years of schooling,TTO
2014,14.7,Expected years of schooling,TUN
2014,16.0,Expected years of schooling,TUR
2014,10.8,Expected years of schooling,TKM
2014,12.9,Expected years of schooling,TUV
2014,11.2,Expected years of schooling,UGA
2014,15.0,Expected years of schooling,UKR
2014,13.0,Expected years of schooling,ARE
2014,17.9,Expected years of schooling,GBR
2014,16.1,Expected years of schooling,USA
2014,16.3,Expected years of schooling,URY
2014,11.7,Expected years of schooling,UZB
2014,10.9,Expected years of schooling,VUT
2014,14.1,Expected years of schooling,VEN
2014,12.7,Expected years of schooling,VNM
2014,8.7,Expected years of schooling,YEM
2014,11.0,Expected years of schooling,ZMB
2014,10.3,Expected years of schooling,ZWE
2015,10.2,Expected years of schooling,AFG
2015,15.1,Expected years of schooling,ALB
2015,14.2,Expected years of schooling,DZA
2015,13.1,Expected years of schooling,AND
2015,11.0,Expected years of schooling,AGO
2015,12.5,Expected years of schooling,ATG
2015,17.4,Expected years of schooling,ARG
2015,13.0,Expected years of schooling,ARM
2015,23.3,Expected years of schooling,AUS
2015,15.9,Expected years of schooling,AUT
2015,11.9,Expected years of schooling,AZE
2015,12.8,Expected years of schooling,BHS
2015,16.0,Expected years of schooling,BHR
2015,10.3,Expected years of schooling,BGD
2015,15.3,Expected years of schooling,BRB
2015,15.5,Expected years of schooling,BLR
2015,19.7,Expected years of schooling,BEL
2015,12.8,Expected years of schooling,BLZ
2015,12.8,Expected years of schooling,BEN
2015,12.6,Expected years of schooling,BTN
2015,13.6,Expected years of schooling,BOL
2015,13.9,Expected years of schooling,BIH
2015,12.6,Expected years of schooling,BWA
2015,15.3,Expected years of schooling,BRA
2015,14.5,Expected years of schooling,BRN
2015,15.1,Expected years of schooling,BGR
2015,8.3,Expected years of schooling,BFA
2015,11.8,Expected years of schooling,BDI
2015,13.4,Expected years of schooling,CPV
2015,11.2,Expected years of schooling,KHM
2015,12.2,Expected years of schooling,CMR
2015,15.8,Expected years of schooling,CAN
2015,7.1,Expected years of schooling,CAF
2015,7.4,Expected years of schooling,TCD
2015,16.2,Expected years of schooling,CHL
2015,13.8,Expected years of schooling,CHN
2015,14.2,Expected years of schooling,COL
2015,11.2,Expected years of schooling,COM
2015,11.4,Expected years of schooling,COG
2015,9.6,Expected years of schooling,COD
2015,15.2,Expected years of schooling,CRI
2015,15.3,Expected years of schooling,HRV
2015,14.0,Expected years of schooling,CUB
2015,14.3,Expected years of schooling,CYP
2015,16.9,Expected years of schooling,CZE
2015,8.5,Expected years of schooling,CIV
2015,19.2,Expected years of schooling,DNK
2015,6.5,Expected years of schooling,DJI
2015,13.2,Expected years of schooling,DMA
2015,14.1,Expected years of schooling,DOM
2015,15.4,Expected years of schooling,ECU
2015,13.0,Expected years of schooling,EGY
2015,12.3,Expected years of schooling,SLV
2015,9.2,Expected years of schooling,GNQ
2015,5.4,Expected years of schooling,ERI
2015,16.1,Expected years of schooling,EST
2015,11.3,Expected years of schooling,SWZ
2015,8.7,Expected years of schooling,ETH
2015,14.5,Expected years of schooling,FJI
2015,19.3,Expected years of schooling,FIN
2015,15.4,Expected years of schooling,FRA
2015,12.7,Expected years of schooling,GAB
2015,9.0,Expected years of schooling,GMB
2015,14.7,Expected years of schooling,GEO
2015,16.7,Expected years of schooling,DEU
2015,11.1,Expected years of schooling,GHA
2015,17.3,Expected years of schooling,GRC
2015,16.7,Expected years of schooling,GRD
2015,10.8,Expected years of schooling,GTM
2015,9.2,Expected years of schooling,GIN
2015,10.5,Expected years of schooling,GNB
2015,11.4,Expected years of schooling,GUY
2015,9.1,Expected years of schooling,HTI
2015,9.7,Expected years of schooling,HND
2015,16.3,Expected years of schooling,HKG
2015,15.4,Expected years of schooling,HUN
2015,19.3,Expected years of schooling,ISL
2015,12.0,Expected years of schooling,IND
2015,12.9,Expected years of schooling,IDN
2015,14.7,Expected years of schooling,IRN
2015,10.1,Expected years of schooling,IRQ
2015,18.7,Expected years of schooling,IRL
2015,16.2,Expected years of schooling,ISR
2015,16.1,Expected years of schooling,ITA
2015,13.3,Expected years of schooling,JAM
2015,15.2,Expected years of schooling,JPN
2015,11.9,Expected years of schooling,JOR
2015,15.0,Expected years of schooling,KAZ
2015,11.7,Expected years of schooling,KEN
2015,11.5,Expected years of schooling,KIR
2015,10.7,Expected years of schooling,PRK
2015,16.6,Expected years of schooling,KOR
2015,13.9,Expected years of schooling,KWT
2015,13.0,Expected years of schooling,KGZ
2015,11.1,Expected years of schooling,LAO
2015,15.8,Expected years of schooling,LVA
2015,11.1,Expected years of schooling,LBN
2015,11.2,Expected years of schooling,LSO
2015,9.6,Expected years of schooling,LBR
2015,13.0,Expected years of schooling,LBY
2015,14.6,Expected years of schooling,LIE
2015,16.5,Expected years of schooling,LTU
2015,14.0,Expected years of schooling,LUX
2015,10.6,Expected years of schooling,MDG
2015,11.1,Expected years of schooling,MWI
2015,13.5,Expected years of schooling,MYS
2015,12.1,Expected years of schooling,MDV
2015,7.3,Expected years of schooling,MLI
2015,15.4,Expected years of schooling,MLT
2015,8.7,Expected years of schooling,MRT
2015,15.1,Expected years of schooling,MUS
2015,13.9,Expected years of schooling,MEX
2015,11.1,Expected years of schooling,FSM
2015,11.6,Expected years of schooling,MDA
2015,15.0,Expected years of schooling,MNG
2015,14.9,Expected years of schooling,MNE
2015,12.6,Expected years of schooling,MAR
2015,9.7,Expected years of schooling,MOZ
2015,9.9,Expected years of schooling,MMR
2015,12.3,Expected years of schooling,NAM
2015,10.9,Expected years of schooling,NRU
2015,12.7,Expected years of schooling,NPL
2015,18.1,Expected years of schooling,NLD
2015,18.9,Expected years of schooling,NZL
2015,12.1,Expected years of schooling,NIC
2015,6.0,Expected years of schooling,NER
2015,9.7,Expected years of schooling,NGA
2015,13.3,Expected years of schooling,MKD
2015,17.8,Expected years of schooling,NOR
2015,14.4,Expected years of schooling,OMN
2015,7.3,Expected years of schooling,PAK
2015,15.1,Expected years of schooling,PLW
2015,13.2,Expected years of schooling,PSE
2015,12.7,Expected years of schooling,PAN
2015,10.2,Expected years of schooling,PNG
2015,12.6,Expected years of schooling,PRY
2015,14.6,Expected years of schooling,PER
2015,12.8,Expected years of schooling,PHL
2015,16.1,Expected years of schooling,POL
2015,16.8,Expected years of schooling,PRT
2015,11.4,Expected years of schooling,QAT
2015,14.5,Expected years of schooling,ROU
2015,14.8,Expected years of schooling,RUS
2015,11.5,Expected years of schooling,RWA
2015,13.5,Expected years of schooling,KNA
2015,13.8,Expected years of schooling,LCA
2015,14.3,Expected years of schooling,VCT
2015,12.4,Expected years of schooling,WSM
2015,15.1,Expected years of schooling,SMR
2015,12.5,Expected years of schooling,STP
2015,17.1,Expected years of schooling,SAU
2015,9.3,Expected years of schooling,SEN
2015,14.4,Expected years of schooling,SRB
2015,14.3,Expected years of schooling,SYC
2015,9.7,Expected years of schooling,SLE
2015,16.1,Expected years of schooling,SGP
2015,14.7,Expected years of schooling,SVK
2015,17.2,Expected years of schooling,SVN
2015,10.3,Expected years of schooling,SLB
2015,13.8,Expected years of schooling,ZAF
2015,5.3,Expected years of schooling,SSD
2015,17.8,Expected years of schooling,ESP
2015,13.9,Expected years of schooling,LKA
2015,7.7,Expected years of schooling,SDN
2015,12.9,Expected years of schooling,SUR
2015,18.6,Expected years of schooling,SWE
2015,16.2,Expected years of schooling,CHE
2015,8.8,Expected years of schooling,SYR
2015,11.3,Expected years of schooling,TJK
2015,8.5,Expected years of schooling,TZA
2015,13.9,Expected years of schooling,THA
2015,12.5,Expected years of schooling,TLS
2015,12.4,Expected years of schooling,TGO
2015,14.4,Expected years of schooling,TON
2015,12.6,Expected years of schooling,TTO
2015,14.8,Expected years of schooling,TUN
2015,16.2,Expected years of schooling,TUR
2015,10.8,Expected years of schooling,TKM
2015,13.9,Expected years of schooling,TUV
2015,11.2,Expected years of schooling,UGA
2015,14.8,Expected years of schooling,UKR
2015,13.7,Expected years of schooling,ARE
2015,17.4,Expected years of schooling,GBR
2015,16.2,Expected years of schooling,USA
2015,16.3,Expected years of schooling,URY
2015,11.7,Expected years of schooling,UZB
2015,11.4,Expected years of schooling,VUT
2015,14.0,Expected years of schooling,VEN
2015,12.7,Expected years of schooling,VNM
2015,8.7,Expected years of schooling,YEM
2015,11.1,Expected years of schooling,ZMB
2015,10.3,Expected years of schooling,ZWE
2016,10.3,Expected years of schooling,AFG
2016,14.8,Expected years of schooling,ALB
2016,14.2,Expected years of schooling,DZA
2016,13.3,Expected years of schooling,AND
2016,11.4,Expected years of schooling,AGO
2016,12.5,Expected years of schooling,ATG
2016,17.4,Expected years of schooling,ARG
2016,13.0,Expected years of schooling,ARM
2016,23.1,Expected years of schooling,AUS
2016,16.0,Expected years of schooling,AUT
2016,12.9,Expected years of schooling,AZE
2016,12.8,Expected years of schooling,BHS
2016,16.3,Expected years of schooling,BHR
2016,10.8,Expected years of schooling,BGD
2016,15.3,Expected years of schooling,BRB
2016,15.5,Expected years of schooling,BLR
2016,19.7,Expected years of schooling,BEL
2016,13.5,Expected years of schooling,BLZ
2016,12.6,Expected years of schooling,BEN
2016,12.7,Expected years of schooling,BTN
2016,13.6,Expected years of schooling,BOL
2016,13.9,Expected years of schooling,BIH
2016,12.6,Expected years of schooling,BWA
2016,15.4,Expected years of schooling,BRA
2016,14.6,Expected years of schooling,BRN
2016,14.9,Expected years of schooling,BGR
2016,8.5,Expected years of schooling,BFA
2016,11.9,Expected years of schooling,BDI
2016,13.1,Expected years of schooling,CPV
2016,11.3,Expected years of schooling,KHM
2016,12.1,Expected years of schooling,CMR
2016,15.9,Expected years of schooling,CAN
2016,7.3,Expected years of schooling,CAF
2016,7.2,Expected years of schooling,TCD
2016,16.4,Expected years of schooling,CHL
2016,13.9,Expected years of schooling,CHN
2016,14.3,Expected years of schooling,COL
2016,11.2,Expected years of schooling,COM
2016,11.6,Expected years of schooling,COG
2016,9.6,Expected years of schooling,COD
2016,15.4,Expected years of schooling,CRI
2016,15.2,Expected years of schooling,HRV
2016,13.8,Expected years of schooling,CUB
2016,14.6,Expected years of schooling,CYP
2016,16.9,Expected years of schooling,CZE
2016,8.9,Expected years of schooling,CIV
2016,19.1,Expected years of schooling,DNK
2016,6.5,Expected years of schooling,DJI
2016,13.1,Expected years of schooling,DMA
2016,14.1,Expected years of schooling,DOM
2016,14.9,Expected years of schooling,ECU
2016,13.1,Expected years of schooling,EGY
2016,12.2,Expected years of schooling,SLV
2016,9.2,Expected years of schooling,GNQ
2016,5.4,Expected years of schooling,ERI
2016,16.1,Expected years of schooling,EST
2016,11.4,Expected years of schooling,SWZ
2016,8.6,Expected years of schooling,ETH
2016,14.4,Expected years of schooling,FJI
2016,19.3,Expected years of schooling,FIN
2016,15.5,Expected years of schooling,FRA
2016,12.8,Expected years of schooling,GAB
2016,9.2,Expected years of schooling,GMB
2016,14.7,Expected years of schooling,GEO
2016,16.8,Expected years of schooling,DEU
2016,11.6,Expected years of schooling,GHA
2016,17.3,Expected years of schooling,GRC
2016,16.9,Expected years of schooling,GRD
2016,10.7,Expected years of schooling,GTM
2016,9.2,Expected years of schooling,GIN
2016,10.5,Expected years of schooling,GNB
2016,11.5,Expected years of schooling,GUY
2016,9.2,Expected years of schooling,HTI
2016,9.9,Expected years of schooling,HND
2016,16.5,Expected years of schooling,HKG
2016,15.2,Expected years of schooling,HUN
2016,19.3,Expected years of schooling,ISL
2016,11.9,Expected years of schooling,IND
2016,13.3,Expected years of schooling,IDN
2016,14.9,Expected years of schooling,IRN
2016,10.1,Expected years of schooling,IRQ
2016,18.8,Expected years of schooling,IRL
2016,16.2,Expected years of schooling,ISR
2016,16.0,Expected years of schooling,ITA
2016,13.1,Expected years of schooling,JAM
2016,15.2,Expected years of schooling,JPN
2016,11.7,Expected years of schooling,JOR
2016,15.0,Expected years of schooling,KAZ
2016,11.6,Expected years of schooling,KEN
2016,11.8,Expected years of schooling,KIR
2016,10.8,Expected years of schooling,PRK
2016,16.6,Expected years of schooling,KOR
2016,14.0,Expected years of schooling,KWT
2016,13.0,Expected years of schooling,KGZ
2016,11.2,Expected years of schooling,LAO
2016,15.8,Expected years of schooling,LVA
2016,10.8,Expected years of schooling,LBN
2016,11.2,Expected years of schooling,LSO
2016,9.6,Expected years of schooling,LBR
2016,12.9,Expected years of schooling,LBY
2016,14.7,Expected years of schooling,LIE
2016,16.5,Expected years of schooling,LTU
2016,14.2,Expected years of schooling,LUX
2016,10.4,Expected years of schooling,MDG
2016,10.9,Expected years of schooling,MWI
2016,13.7,Expected years of schooling,MYS
2016,12.1,Expected years of schooling,MDV
2016,7.3,Expected years of schooling,MLI
2016,15.7,Expected years of schooling,MLT
2016,9.0,Expected years of schooling,MRT
2016,15.0,Expected years of schooling,MUS
2016,14.0,Expected years of schooling,MEX
2016,11.3,Expected years of schooling,FSM
2016,11.6,Expected years of schooling,MDA
2016,14.2,Expected years of schooling,MNG
