"Literacy rate, adult (% ages 15 and older)"
"Dimension: Education"
"SDG 4.6 By 2030, ensure that all youth and a substantial proportion of adults, both men and women,achieve literacy and numeracy"
"Definition: Percentage of the population ages 15 and older that can, with understanding, both read and write a short simple statement on everyday life."
"Source: UNESCO (United Nations Educational, Scientific and Cultural Organization) Institute for Statistics (2020). Data Centre. http://data.uis.unesco.org. Accessed 21 July 2020."
""
"HDI Rank","Country","1990","","1995","","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017","","2018","","2008-2018",""
"145"," Equatorial Guinea","..","","..","","88.3","","..","","94.4","","..","","..","","..","","..","","..","","..","","..","","..","","94.4","a"
"180"," Eritrea","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","76.6","","76.6","a"
"29"," Estonia","..","","..","","99.8","","..","","..","","99.9","","..","","..","","..","","..","","..","","..","","..","","99.9","a"
"138"," Eswatini (Kingdom of)","..","","..","","81.7","","..","","83.1","","..","","..","","..","","..","","..","","..","","..","","88.4","","88.4","a"
"173"," Ethiopia","..","","..","","..","","29.8","","..","","..","","..","","..","","..","","..","","..","","51.8","","..","","51.8","a"
"93"," Fiji","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","99.1","","..","","99.1","a"
"119"," Gabon","..","","..","","..","","..","","..","","..","","82.3","","..","","..","","..","","..","","..","","84.7","","84.7","a"
"172"," Gambia","..","","..","","36.8","","..","","..","","..","","..","","42.0","","..","","50.8","","..","","..","","..","","50.8","a"
"61"," Georgia","..","","..","","..","","..","","..","","..","","..","","..","","99.6","","..","","..","","99.4","","..","","99.4","a"
"138"," Ghana","..","","..","","57.9","","..","","71.5","","..","","..","","..","","..","","..","","..","","..","","79.0","","79.0","a"
"32"," Greece","..","","..","","..","","93.0","","..","","97.4","","..","","..","","..","","..","","..","","..","","97.9","","97.9","a"
"74"," Grenada","..","","..","","..","","..","","..","","..","","..","","..","","98.6","","..","","..","","..","","..","","98.6","a"
"127"," Guatemala","..","","..","","..","","..","","..","","..","","78.3","","77.0","","81.3","","..","","..","","..","","..","","81.3","a"
"178"," Guinea","..","","..","","..","","..","","25.3","","..","","..","","..","","32.0","","..","","..","","..","","..","","32.0","a"
"175"," Guinea-Bissau","..","","..","","41.4","","..","","..","","..","","..","","..","","45.6","","..","","..","","..","","..","","45.6","a"
"122"," Guyana","..","","..","","..","","..","","..","","..","","..","","..","","85.6","","..","","..","","..","","..","","85.6","a"
"170"," Haiti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","61.7","","..","","..","","61.7","a"
"132"," Honduras","..","","..","","..","","..","","84.8","","85.1","","85.4","","85.5","","87.2","","87.9","","89.0","","..","","87.2","","87.2","a"
"40"," Hungary","..","","..","","..","","..","","..","","..","","..","","..","","99.1","","..","","..","","..","","..","","99.1","a"
"131"," India","..","","..","","..","","..","","..","","69.3","","..","","..","","..","","..","","..","","..","","74.4","","74.4","a"
"107"," Indonesia","81.5","","..","","..","","..","","..","","92.8","","..","","..","","95.1","","95.2","","95.4","","..","","95.7","","95.7","a"
"70"," Iran (Islamic Republic of)","..","","..","","..","","82.4","","..","","..","","83.6","","84.6","","84.7","","..","","85.5","","..","","..","","85.5","a"
"123"," Iraq","..","","..","","74.1","","..","","..","","..","","77.2","","72.7","","82.2","","..","","83.3","","85.6","","..","","85.6","a"
"29"," Italy","..","","..","","..","","..","","..","","98.8","","..","","..","","..","","..","","..","","..","","99.2","","99.2","a"
"101"," Jamaica","..","","..","","..","","..","","..","","..","","..","","..","","88.1","","..","","..","","..","","..","","88.1","a"
"102"," Jordan","..","","..","","..","","91.1","","92.6","","95.9","","97.9","","..","","..","","..","","..","","..","","98.2","","98.2","a"
"51"," Kazakhstan","..","","..","","..","","..","","99.8","","..","","..","","..","","..","","..","","..","","..","","99.8","","99.8","a"
"143"," Kenya","..","","..","","82.2","","..","","..","","..","","..","","..","","78.7","","..","","..","","..","","81.5","","81.5","a"
".."," Korea (Democratic People's Rep. of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","100.0","a"
"64"," Kuwait","..","","78.4","","..","","93.3","","94.5","","..","","95.5","","95.6","","..","","95.7","","..","","96.0","","96.1","","96.1","a"
"120"," Kyrgyzstan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","99.6","","99.6","a"
"137"," Lao People's Democratic Republic","..","","60.3","","69.6","","72.7","","..","","58.3","","..","","..","","..","","84.7","","..","","..","","..","","84.7","a"
"37"," Latvia","..","","..","","99.7","","..","","..","","99.9","","..","","..","","..","","..","","..","","..","","99.9","","99.9","a"
"92"," Lebanon","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","95.1","","95.1","a"
"165"," Lesotho","..","","..","","86.3","","..","","..","","..","","..","","..","","76.6","","..","","..","","..","","..","","76.6","a"
"175"," Liberia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","48.3","","..","","48.3","a"
"34"," Lithuania","..","","..","","..","","..","","..","","99.8","","..","","..","","..","","..","","..","","..","","..","","99.8","a"
"164"," Madagascar","..","","..","","70.7","","..","","..","","..","","71.6","","..","","..","","..","","..","","..","","74.8","","74.8","a"
"174"," Malawi","..","","..","","..","","..","","61.3","","..","","..","","..","","65.1","","62.1","","..","","..","","..","","62.1","a"
"62"," Malaysia","..","","..","","88.7","","..","","93.1","","..","","..","","..","","..","","..","","93.7","","95.1","","94.9","","94.9","a"
"95"," Maldives","96.0","","96.3","","..","","..","","..","","..","","..","","..","","98.6","","..","","97.7","","..","","..","","97.7","a"
"184"," Mali","..","","..","","..","","..","","31.1","","33.6","","..","","..","","..","","33.1","","..","","..","","35.5","","35.5","a"
"28"," Malta","..","","87.9","","..","","92.4","","..","","93.3","","..","","..","","..","","..","","..","","..","","94.5","","94.5","a"
"117"," Marshall Islands","..","","..","","..","","..","","..","","98.3","","..","","..","","..","","..","","..","","..","","..","","98.3","a"
"157"," Mauritania","..","","..","","51.2","","..","","..","","..","","..","","..","","..","","..","","..","","53.5","","..","","53.5","a"
"66"," Mauritius","79.9","","..","","84.3","","..","","..","","89.3","","91.8","","91.5","","92.5","","92.7","","93.2","","..","","91.3","","91.3","a"
"74"," Mexico","87.6","","..","","90.5","","91.6","","93.1","","93.5","","94.2","","94.0","","94.6","","94.5","","94.9","","95.0","","95.4","","95.4","a"
"90"," Moldova (Republic of)","..","","..","","96.7","","..","","..","","..","","99.1","","..","","99.4","","..","","..","","..","","..","","99.4","a"
"99"," Mongolia","..","","..","","97.8","","..","","98.3","","..","","..","","..","","..","","..","","..","","..","","98.4","","98.4","a"
"48"," Montenegro","..","","..","","..","","..","","..","","98.4","","..","","..","","..","","..","","..","","..","","98.8","","98.8","a"
"121"," Morocco","..","","..","","..","","..","","..","","67.1","","69.4","","..","","..","","..","","..","","..","","73.8","","73.8","a"
"181"," Mozambique","..","","..","","..","","..","","..","","..","","..","","..","","..","","56.0","","..","","60.7","","..","","60.7","a"
"147"," Myanmar","..","","..","","89.9","","..","","..","","..","","..","","..","","..","","..","","75.6","","..","","..","","75.6","a"
"130"," Namibia","..","","..","","..","","..","","..","","88.3","","..","","..","","..","","..","","..","","..","","91.5","","91.5","a"
"142"," Nepal","..","","..","","..","","..","","..","","59.6","","..","","..","","..","","..","","..","","..","","67.9","","67.9","a"
"128"," Nicaragua","..","","..","","..","","78.0","","..","","..","","..","","..","","..","","82.6","","..","","..","","..","","82.6","a"
"189"," Niger","..","","..","","..","","28.7","","..","","..","","30.6","","..","","..","","..","","..","","..","","..","","30.6","a"
"161"," Nigeria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","62.0","","62.0","a"
"82"," North Macedonia","..","","..","","..","","..","","..","","..","","..","","..","","97.8","","..","","..","","..","","..","","97.8","a"
"60"," Oman","..","","..","","..","","..","","86.9","","..","","..","","..","","92.0","","93.0","","94.9","","95.6","","95.7","","95.7","a"
"154"," Pakistan","..","","..","","..","","49.9","","55.4","","54.7","","56.8","","55.6","","57.0","","..","","..","","59.1","","..","","59.1","a"
"50"," Palau","..","","..","","..","","..","","..","","..","","..","","99.5","","..","","96.6","","..","","..","","..","","96.6","a"
"115"," Palestine, State of","..","","..","","..","","..","","94.9","","95.3","","95.9","","96.3","","96.4","","96.7","","96.9","","..","","97.2","","97.2","a"
"57"," Panama","88.8","","..","","91.9","","..","","94.1","","..","","..","","..","","..","","..","","..","","..","","95.4","","95.4","a"
"155"," Papua New Guinea","..","","..","","57.3","","..","","61.6","","..","","..","","..","","..","","..","","..","","..","","..","","61.6","a"
"103"," Paraguay","..","","..","","..","","..","","93.9","","..","","94.2","","95.1","","95.0","","95.6","","94.7","","..","","94.0","","94.0","a"
"79"," Peru","..","","..","","..","","87.9","","..","","..","","93.8","","..","","93.7","","94.2","","94.2","","94.2","","94.4","","94.4","a"
"107"," Philippines","93.6","","..","","92.6","","..","","..","","..","","..","","96.4","","..","","98.2","","..","","..","","..","","98.2","a"
"35"," Poland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","98.7","a"
"38"," Portugal","..","","..","","..","","..","","..","","94.5","","..","","..","","..","","..","","..","","..","","96.1","","96.1","a"
"45"," Qatar","..","","..","","..","","..","","..","","..","","..","","90.6","","91.3","","..","","93.1","","93.5","","..","","93.5","a"
"49"," Romania","..","","..","","..","","..","","..","","98.6","","..","","..","","..","","..","","..","","..","","98.8","","98.8","a"
"52"," Russian Federation","..","","..","","..","","..","","99.7","","..","","..","","..","","..","","..","","..","","..","","99.7","","99.7","a"
"160"," Rwanda","..","","..","","64.9","","..","","65.9","","..","","68.3","","..","","70.8","","..","","..","","..","","73.2","","73.2","a"
"111"," Samoa","..","","..","","..","","..","","..","","99.0","","..","","..","","..","","..","","..","","..","","99.1","","99.1","a"
".."," San Marino","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","99.9","","99.9","a"
"135"," Sao Tome and Principe","..","","..","","..","","..","","..","","..","","90.1","","..","","..","","..","","..","","..","","92.8","","92.8","a"
"40"," Saudi Arabia","..","","..","","79.4","","..","","..","","..","","..","","94.4","","..","","..","","..","","95.3","","..","","95.3","a"
"168"," Senegal","..","","..","","..","","..","","..","","52.1","","..","","42.8","","..","","..","","..","","51.9","","..","","51.9","a"
"64"," Serbia","..","","..","","..","","..","","..","","98.0","","..","","..","","..","","..","","98.8","","..","","..","","98.8","a"
"67"," Seychelles","..","","..","","..","","..","","94.0","","..","","..","","..","","..","","..","","..","","..","","95.9","","95.9","a"
"182"," Sierra Leone","..","","..","","..","","..","","..","","..","","..","","32.4","","..","","..","","..","","..","","43.2","","43.2","a"
"11"," Singapore","89.1","","..","","92.5","","..","","95.9","","96.2","","96.4","","96.5","","96.7","","96.8","","97.0","","97.2","","97.3","","97.3","a"
"22"," Slovenia","..","","..","","..","","..","","..","","..","","..","","..","","99.7","","..","","..","","..","","..","","99.7","a"
"151"," Solomon Islands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","76.6","a"
"114"," South Africa","..","","..","","..","","..","","92.9","","93.1","","93.7","","..","","94.1","","94.4","","..","","87.0","","..","","87.0","a"
"185"," South Sudan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","34.5","","34.5","a"
"25"," Spain","..","","..","","..","","97.8","","97.7","","97.8","","97.9","","98.1","","98.1","","98.1","","98.3","","..","","98.4","","98.4","a"
"72"," Sri Lanka","..","","..","","..","","..","","91.2","","..","","..","","..","","..","","..","","92.4","","91.9","","91.7","","91.7","a"
"170"," Sudan","..","","..","","61.3","","..","","..","","..","","..","","..","","..","","..","","..","","..","","60.7","","60.7","a"
"97"," Suriname","..","","..","","..","","..","","94.7","","..","","92.9","","..","","..","","..","","..","","..","","94.4","","94.4","a"
"125"," Tajikistan","..","","..","","99.5","","..","","..","","..","","..","","..","","99.8","","..","","..","","..","","..","","99.8","a"
"163"," Tanzania (United Republic of)","..","","..","","..","","..","","67.8","","..","","78.1","","..","","..","","77.9","","..","","..","","..","","77.9","a"
"79"," Thailand","..","","..","","92.6","","93.5","","96.4","","..","","..","","93.7","","..","","92.9","","..","","..","","93.8","","93.8","a"
"141"," Timor-Leste","..","","..","","..","","..","","58.3","","..","","..","","..","","..","","..","","..","","..","","68.1","","68.1","a"
"167"," Togo","..","","..","","53.2","","..","","..","","60.4","","..","","..","","..","","63.7","","..","","..","","..","","63.7","a"
"104"," Tonga","..","","..","","..","","..","","..","","99.4","","..","","..","","..","","..","","..","","..","","99.4","","99.4","a"
"67"," Trinidad and Tobago","96.9","","..","","97.9","","..","","98.7","","..","","..","","..","","..","","..","","..","","..","","..","","98.7","a"
"95"," Tunisia","..","","..","","..","","..","","79.1","","79.7","","80.2","","..","","79.0","","..","","..","","..","","..","","79.0","a"
"54"," Turkey","79.2","","..","","..","","88.2","","92.7","","94.1","","94.9","","95.3","","95.4","","95.6","","96.2","","96.2","","..","","96.2","a"
"111"," Turkmenistan","..","","98.8","","..","","..","","..","","..","","..","","..","","99.7","","..","","..","","..","","..","","99.7","a"
"159"," Uganda","..","","..","","..","","..","","73.2","","..","","70.2","","..","","..","","..","","..","","..","","76.5","","76.5","a"
"74"," Ukraine","..","","..","","..","","..","","..","","..","","100.0","","..","","..","","..","","..","","..","","..","","100.0","a"
"31"," United Arab Emirates","..","","..","","..","","90.0","","..","","..","","..","","..","","..","","93.2","","..","","..","","..","","93.2","a"
"55"," Uruguay","..","","..","","..","","..","","98.1","","98.3","","98.4","","98.4","","98.4","","98.5","","98.6","","98.6","","98.7","","98.7","a"
"106"," Uzbekistan","..","","..","","98.6","","..","","..","","..","","..","","100.0","","100.0","","100.0","","100.0","","..","","100.0","","100.0","a"
"140"," Vanuatu","..","","..","","..","","..","","..","","..","","..","","..","","84.7","","..","","..","","..","","87.5","","87.5","a"
"113"," Venezuela (Bolivarian Republic of)","89.8","","..","","..","","..","","..","","94.8","","..","","..","","..","","96.6","","97.1","","..","","..","","97.1","a"
"117"," Viet Nam","..","","..","","90.2","","..","","..","","..","","..","","..","","..","","..","","..","","..","","95.0","","95.0","a"
"146"," Zambia","65.0","","..","","..","","..","","83.0","","..","","..","","..","","..","","..","","..","","..","","86.7","","86.7","a"
"150"," Zimbabwe","..","","..","","..","","..","","..","","83.6","","..","","..","","88.7","","..","","..","","..","","..","","88.7","a"
"36"," Andorra","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"8"," Australia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"18"," Austria","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"14"," Belgium","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"58"," Bahamas","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"110"," Belize","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"16"," Canada","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"2"," Switzerland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"27"," Czechia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"6"," Germany","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"166"," Djibouti","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"94"," Dominica","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"10"," Denmark","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"11"," Finland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"26"," France","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"136"," Micronesia (Federated States of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"13"," United Kingdom","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4"," Hong Kong, China (SAR)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"2"," Ireland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"4"," Iceland","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Israel","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Japan","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"134"," Kiribati","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"74"," Saint Kitts and Nevis","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"23"," Korea (Republic of)","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"105"," Libya","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"86"," Saint Lucia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"19"," Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"23"," Luxembourg","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"8"," Netherlands","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"1"," Norway","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"14"," New Zealand","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"39"," Slovakia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"7"," Sweden","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"151"," Syrian Arab Republic","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"17"," United States","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"97"," Saint Vincent and the Grenadines","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"179"," Yemen","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","",""
" ","Very high human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","98.1",""
" ","High human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","94.8",""
" ","Medium human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","73.8",""
" ","Low human development","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","59.0",""
" ","Developing Countries","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","84.0",""
"","Regions","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","",""
" ","Arab States","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","79.4",""
" ","East Asia and the Pacific","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","95.8",""
" ","Europe and Central Asia","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","98.5",""
" ","Latin America and the Caribbean","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","93.7",""
" ","South Asia","..","","..","","..","","..","","..","","66.2","","..","","..","","..","","..","","..","","..","","..","","72.9",""
" ","Sub-Saharan Africa","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","65.3",""
" ","Least Developed Countries","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","64.4",""
" ","Small Island Developing States","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","84.2",""
" ","World","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","..","","84.9",""
"a: Data refer to the most recent year available during the period specified."
""
